Light	Herbivory	Iteration	Plant	hac	hexenol	Hexenal
Low	w	it_6	31	2,840246377	9,29442029	10,23210145
Low	w	it_6	32	2,824168675	6,444819277	12,85259036
High	nw	it_7	1	2,347605442	8,476258503	6,787857143
High	nw	it_7	2	2,391375	8,563552632	7,275789474
High	nw	it_7	3	1,248073298	6,213089005	3,09073822
High	nw	it_7	4	1,402582418	6,186373626	5,410912088
High	nw	it_7	5	1,366783654	5,923894231	4,042129808
High	nw	it_7	6	1,130730435	11,83408696	9,66226087
High	nw	it_7	7	0,996680233	6,079069767	4,052575581
High	nw	it_7	8	1,920356643	7,646013986	4,853496503
High	w	it_7	9	2,352579208	6,133267327	6,950792079
High	w	it_7	10	1,712648438	10,43125	10,3728125
High	w	it_7	11	1,524786458	5,368072917	8,163333333
High	w	it_7	12	3,011844444	8,920296296	9,312
High	w	it_7	13	2,56061745	8,486644295	8,928926174
High	w	it_7	14	1,658905028	7,182625698	9,036759777
High	w	it_7	15	4,661288462	8,215320513	9,63525641
High	w	it_7	16	0,624825828	8,817350993	9,518807947
Low	nw	it_7	17	0,152346667	5,394888889	6,636444444
Low	nw	it_7	18	1,07849711	4,960190751	6,918323699
Low	nw	it_7	19	1,221531579	6,422736842	5,598473684
Low	nw	it_7	20	1,247915385	8,454384615	8,493692308
Low	nw	it_7	21	0,785716599	3,748364372	5,262793522
Low	nw	it_7	22	1,598311594	8,171521739	8,562028986
Low	nw	it_7	23	1,026837838	8,018581081	7,421824324
Low	nw	it_7	24	0,921069565	4,766173913	4,755782609
Low	w	it_7	25	4,841185484	11,76395161	14,54645161
Low	w	it_7	26	2,76808982	6,998982036	8,438802395
Low	w	it_7	27	0,709842424	7,012363636	9,857636364
Low	w	it_7	28	1,625442953	8,972214765	11,08516779
Low	w	it_7	29	3,65052518	8,965899281	10,78007194
Low	w	it_7	30	2,164016529	4,419752066	5,589504132
Low	w	it_7	31	2,077956522	9,509347826	9,860144928
Low	w	it_7	32	3,399144578	8,16753012	11,99331325
High	nw	it_8	1	2,887353741	8,995714286	10,32622378
High	nw	it_8	2	1,710960526	9,380263158	1219,532934
High	nw	it_8	3	0,742691099	6,120942408	21,98244444
High	nw	it_8	4	0,312602747	5,556703297	12,89169421
High	nw	it_8	5	0,7745625	5,912596154	15,33324503
High	nw	it_8	6	2,4654	10,30165217	7,033881579
High	nw	it_8	7	0,334784302	5,869360465	9,047923077
High	nw	it_8	8	1,608832168	7,51993007	9,538869565
High	w	it_8	9	1,984985149	5,64950495	6,018478261
High	w	it_8	10	1,089054688	9,624296875	10,3153125
High	w	it_8	11	1,30184375	6,841875	9,951275168
High	w	it_8	12	0,356577778	8,345185185	9,036759777
High	w	it_8	13	2,751369128	7,629395973	11,99331325
High	w	it_8	14	3,199536313	7,720391061	5,530520231
High	w	it_8	15	3,633717949	8,04724359	2,625461538
High	w	it_8	16	0,0001	8,191523179	8,190144928
Low	nw	it_8	17	0,0001	3,913493333	6,694538462
Low	nw	it_8	18	1,125543353	6,599710983	7,975209581
Low	nw	it_8	19	1,555863158	6,645947368	7,274140741
Low	nw	it_8	20	1,548538462	8,950384615	6,225702479
Low	nw	it_8	21	0,901271255	4,468178138	7,268145695
Low	nw	it_8	22	1,071702899	7,485942029	6,413131579
Low	nw	it_8	23	1,368871622	6,652932432	7,324161538
Low	nw	it_8	24	1,189869565	5,254173913	7,854869565
Low	w	it_8	25	3,458072581	10,6825	3,816669565
Low	w	it_8	26	2,898694611	6,474311377	7,981953125
Low	w	it_8	27	0,0001	7,51769697	6,957785235
Low	w	it_8	28	3,660402685	10,0914094	5,681396648
Low	w	it_8	29	3,97371223	7,83028777	7,445481928
Low	w	it_8	30	0,60661157	5,360371901	5,268023121
Low	w	it_8	31	3,46973913	10,12992754	2,98628022
Low	w	it_8	32	3,757042169	7,324879518	6,365152174
High	nw	it_9	1	2,232761905	9,628843537	2067,69802
High	nw	it_9	2	1,660118421	7,378026316	1225,806061
High	nw	it_9	3	1,409026178	5,814450262	18,52899329
High	nw	it_9	4	1,028879121	5,476148352	17,89268116
High	nw	it_9	5	1,661846154	6,205048077	6,338844444
High	nw	it_9	6	2,132869565	11,18886957	4,145963351
High	nw	it_9	7	0,830406977	6,140581395	6,290121457
High	nw	it_9	8	1,462440559	8,343916084	5,006389535
High	w	it_9	9	2,604252475	6,522574257	14,83258065
High	w	it_9	10	0,367714063	9,05875	7,63546875
High	w	it_9	11	1,953541667	4,832078125	11,2718705
High	w	it_9	12	2,752051852	7,307896296	9,63525641
High	w	it_9	13	3,711107383	6,793557047	8,062040816
High	w	it_9	14	1,024547486	8,238547486	5,184626316
High	w	it_9	15	3,297852564	8,456794872	2,117149038
High	w	it_9	16	0,0001	8,704238411	9,267567568
Low	nw	it_9	17	0,0001	5,385155556	7,093613861
Low	nw	it_9	18	0,497430058	7,188150289	9,757939394
Low	nw	it_9	19	1,652926316	6,296578947	5,796724832
Low	nw	it_9	20	1,5328	9,282769231	7,511594203
Low	nw	it_9	21	0,826117409	4,486842105	6,610666667
Low	nw	it_9	22	0,800246377	7,664492754	4,275445026
Low	nw	it_9	23	1,800574324	7,378783784	5,778178138
Low	nw	it_9	24	0,495882609	4,857086957	3,308034884
Low	w	it_9	25	5,171935484	12,0258871	9,583064516
Low	w	it_9	26	3,177874251	7,927844311	4,148260417
Low	w	it_9	27	1,268690909	6,617454545	7,71676259
Low	w	it_9	28	2,436550336	9,171879195	4,785538462
Low	w	it_9	29	3,575035971	9,333956835	5,474884354
Low	w	it_9	30	0,0001	4,013033058	4,995978947
Low	w	it_9	31	0,239894928	10,41876812	2,712980769
Low	w	it_9	32	2,681596386	7,076385542	5,292175676
